Fecha,Precipitacion_mm,Temperatura_C,Humedad_Relativa_%,Velocidad_Viento_m_s,Humedad_Suelo_Superficie_m3_m3,Humedad_Suelo_Raices_m3_m3,Radiacion_Solar_MJ_m2
2014-10-05,11.61,22.88,85.24,0.56,0.4571342468261719,0.42699305216471356,14.14
2014-10-06,26.08,22.12,86.99,0.25,0.4682502746582031,0.46816126505533856,10.52
2014-10-07,12.29,22.27,87.89,0.49,0.48574193318684894,0.4818731943766276,10.31
2014-10-08,11.35,21.79,90.05,0.22,0.46970876057942706,0.4799639383951823,8.28
2014-10-09,24.8,21.24,91.82,0.5,0.4848461151123047,0.47568511962890625,9.84
2014-10-10,23.05,20.98,88.85,0.36,0.47036298116048175,0.4631856282552083,16.56
2014-10-11,6.64,21.69,89.15,0.18,0.4721914927164714,0.4562238057454427,10.8
2014-10-12,6.74,22.51,85.74,0.07,0.47113037109375,0.4608472188313802,13.63
2014-10-13,14.65,22.23,87.13,0.44,0.46905771891276044,0.4721978505452474,12.3
2014-10-14,3.1,22.2,82.86,0.38,0.44683265686035156,0.4601917266845703,13.0
2014-10-15,2.14,23.15,76.88,0.02,0.44502003987630206,0.45083045959472656,17.18
2014-10-16,5.15,22.95,83.96,0.19,0.44995752970377606,0.4452521006266276,16.52
2014-10-17,11.51,22.43,86.18,0.18,0.46532567342122394,0.4556280771891276,13.44
2014-10-18,6.37,22.37,84.55,0.18,0.4663492838541667,0.4717725118001302,13.07
2014-10-19,4.08,21.86,85.41,0.46,0.4741039276123047,0.4727102915445964,10.25
2014-10-20,9.44,21.86,86.38,0.19,0.47815704345703125,0.47602272033691406,9.91
2014-10-21,4.35,22.56,81.5,0.24,0.4685649871826172,0.4738515218098958,14.75
2014-10-22,7.16,23.02,80.65,0.17,0.4569861094156901,0.4692128499348958,15.64
2014-10-23,1.53,22.83,81.55,0.18,0.4206555684407552,0.45459874471028644,18.88
2014-10-24,1.7,22.96,79.3,0.15,0.4302361806233724,0.44424883524576825,21.36
2014-10-25,15.97,22.0,85.13,0.15,0.45376841227213544,0.4454644521077474,18.95
2014-10-26,55.11,21.48,84.85,0.39,0.4639574686686198,0.4782155354817708,18.36
2014-10-27,54.77,20.67,91.65,0.41,0.4548047383626302,0.46356773376464844,5.95
2014-10-28,4.58,22.24,85.0,0.65,0.4384301503499349,0.43595314025878906,19.69
2014-10-29,2.26,22.19,84.47,0.86,0.44292767842610675,0.43274688720703125,20.41
2014-10-30,5.71,22.32,86.08,0.17,0.45301373799641925,0.4331124623616536,14.43
2014-10-31,6.6,22.25,86.55,0.43,0.4643910725911458,0.4469064076741536,13.2
2014-11-01,7.07,22.33,87.71,0.19,0.461642583211263,0.44958941141764325,15.24
2014-11-02,1.9,22.63,82.41,0.8,0.4589544932047526,0.45319875081380206,17.72
2014-11-03,2.03,21.95,83.53,1.49,0.44485219319661456,0.4468218485514323,19.09
2014-11-04,1.05,21.85,81.13,1.33,0.43555768330891925,0.4394982655843099,21.14
2014-11-05,4.43,21.7,81.81,0.07,0.4324029286702474,0.4324785868326823,19.18
2014-11-06,5.7,21.87,81.89,0.08,0.4484697977701823,0.43141746520996094,18.9
2014-11-07,8.95,21.63,84.87,0.19,0.46300315856933594,0.44121551513671875,17.88
2014-11-08,5.77,21.83,85.77,0.28,0.46454429626464844,0.4507363637288411,18.6
2014-11-09,8.01,22.33,86.4,0.38,0.4715290069580078,0.4594535827636719,11.84
2014-11-10,12.18,22.03,89.75,0.03,0.4740142822265625,0.4701226552327474,8.62
2014-11-11,12.03,21.59,90.39,0.02,0.4359029134114583,0.45842870076497394,15.83
2014-11-12,19.01,21.4,90.7,0.53,0.44084421793619794,0.4698905944824219,14.6
2014-11-13,12.82,21.17,88.98,0.31,0.46253013610839844,0.46199607849121094,13.47
2014-11-14,7.97,21.46,84.65,0.41,0.47342681884765625,0.47641563415527344,18.65
2014-11-15,4.23,21.68,84.4,0.87,0.4661070505777995,0.4673296610514323,17.47
2014-11-16,4.99,21.34,85.94,1.23,0.46970367431640625,0.4643516540527344,15.64
2014-11-17,0.75,22.41,80.71,0.82,0.4550558725992839,0.4599119822184245,18.82
2014-11-18,1.7,22.52,82.29,0.89,0.44079844156901044,0.4503612518310547,19.13
2014-11-19,1.64,21.86,84.44,1.21,0.4364554087320964,0.44301096598307294,18.8
2014-11-20,2.45,21.72,82.23,1.11,0.4365526835123698,0.43746693929036456,19.53
2014-11-21,1.99,21.31,83.92,1.1,0.4278424580891927,0.43254852294921875,19.11
2014-11-22,4.19,21.45,86.55,1.11,0.4286181131998698,0.42836634318033856,18.17
2014-11-23,2.97,22.21,84.0,0.9,0.43817710876464844,0.4277852376302083,18.17
2014-11-24,2.04,22.18,83.94,1.17,0.4339834849039714,0.42724609375,17.1
2014-11-25,1.1,21.86,84.12,1.25,0.4267425537109375,0.425143559773763,16.82
2014-11-26,2.52,21.74,84.76,0.88,0.41996510823567706,0.42143821716308594,18.85
2014-11-27,4.76,21.56,86.47,1.23,0.4334252675374349,0.4196281433105469,18.48
2014-11-28,1.84,21.25,83.4,1.35,0.4309546152750651,0.4207452138264974,18.11
2014-11-29,13.39,21.35,88.13,1.41,0.43704668680826825,0.42084821065266925,16.48
2014-11-30,16.94,21.76,89.27,1.4,0.4454669952392578,0.4523003896077474,13.74
2014-12-01,18.16,21.92,86.22,1.49,0.44468434651692706,0.4616991678873698,16.64
2014-12-02,7.06,21.38,86.82,1.35,0.4674752553304036,0.4584948221842448,14.43
2014-12-03,5.71,21.92,85.44,0.81,0.461184819539388,0.4581921895345052,14.04
2014-12-04,5.91,22.4,85.82,0.52,0.4700876871744792,0.4623877207438151,13.17
2014-12-05,17.03,21.74,91.27,0.54,0.4648354848225911,0.4700940450032552,8.85
2014-12-06,18.41,21.01,91.7,0.92,0.47741953531901044,0.4775994618733724,11.07
2014-12-07,4.13,20.98,89.36,0.76,0.439547856648763,0.4617595672607422,10.56
2014-12-08,14.33,20.84,91.48,0.93,0.46507835388183594,0.4641736348470052,11.72
2014-12-09,20.01,20.7,92.49,1.09,0.45865758260091144,0.4650402069091797,10.99
2014-12-10,8.95,20.99,89.93,0.67,0.4389044443766276,0.44076283772786456,12.62
2014-12-11,31.04,20.68,93.85,0.87,0.46364275614420575,0.4648749033610026,8.14
2014-12-12,17.74,21.23,89.68,0.89,0.45018895467122394,0.45451927185058594,13.43
2014-12-13,9.65,21.35,87.7,0.54,0.4705657958984375,0.4529228210449219,14.73
2014-12-14,6.74,21.13,89.46,0.47,0.4716663360595703,0.45874786376953125,10.99
2014-12-15,3.85,21.04,84.63,0.11,0.46580060323079425,0.4627246856689453,16.64
2014-12-16,2.12,22.2,84.17,0.66,0.4592914581298828,0.4601885477701823,18.98
2014-12-17,1.39,21.67,81.31,1.11,0.4494253794352214,0.4540882110595703,20.68
2014-12-18,1.3,21.42,81.89,1.32,0.433499018351237,0.44572703043619794,18.47
2014-12-19,3.43,20.65,86.29,1.46,0.43243153889973956,0.4390106201171875,15.61
2014-12-20,2.31,20.68,86.7,1.42,0.4429238637288411,0.4367758433024089,15.07
2014-12-21,0.57,20.55,82.28,1.34,0.43328603108723956,0.4345652262369792,16.48
2014-12-22,0.06,20.54,79.72,1.16,0.41682688395182294,0.4290122985839844,20.13
2014-12-23,0.68,21.23,80.1,1.11,0.40193812052408856,0.4216391245524089,19.06
2014-12-24,0.04,21.93,75.48,1.13,0.3930543263753255,0.4148095448811849,20.27
2014-12-25,0.11,20.57,81.95,1.57,0.3797950744628906,0.40761693318684894,17.29
2014-12-26,0.63,20.86,76.43,1.74,0.37251027425130206,0.4011974334716797,20.15
2014-12-27,0.99,20.8,83.35,1.62,0.36339759826660156,0.39472325642903644,19.07
2014-12-28,0.8,20.84,82.89,1.61,0.36241912841796875,0.389499028523763,16.71
2014-12-29,2.03,21.24,86.24,1.73,0.3623364766438802,0.38519032796223956,16.35
2014-12-30,0.81,21.34,83.92,1.56,0.36211395263671875,0.3815727233886719,18.48
2014-12-31,0.22,21.14,79.48,1.72,0.3532549540201823,0.37723541259765625,19.38
2015-01-01,0.1,20.23,77.28,1.68,0.3393077850341797,0.37220509847005206,19.95
2015-01-02,0.1,20.7,77.13,1.69,0.3269062042236328,0.36702601114908856,18.6
2015-01-03,1.74,20.73,79.07,2.06,0.3238239288330078,0.36231422424316406,17.64
2015-01-04,0.08,20.18,68.0,1.67,0.319363276163737,0.3581307729085286,20.26
2015-01-05,0.54,20.27,77.05,1.91,0.308376948038737,0.35325368245442706,18.06
2015-01-06,1.2,20.27,76.41,2.02,0.3068046569824219,0.349212646484375,18.43
2015-01-07,0.57,19.87,77.11,1.86,0.30172157287597656,0.34534645080566406,19.28
2015-01-08,7.25,19.71,84.47,1.83,0.30877049763997394,0.34189478556315106,17.08
2015-01-09,4.96,20.34,84.09,1.63,0.3684609731038411,0.3413244883219401,17.73
2015-01-10,3.27,21.13,83.42,1.75,0.3970216115315755,0.34395726521809894,18.84
2015-01-11,1.97,21.76,82.62,1.76,0.3812885284423828,0.34573936462402344,18.64
2015-01-12,4.72,21.87,81.54,1.76,0.40140533447265625,0.34798749287923175,18.87
2015-01-13,4.78,21.57,84.97,1.42,0.40064048767089844,0.3517017364501953,17.26
2015-01-14,6.82,22.08,85.72,1.11,0.4237174987792969,0.3599923451741536,16.31
2015-01-15,8.17,21.71,85.81,1.14,0.43912188212076825,0.37831751505533856,18.35
2015-01-16,12.61,22.18,85.91,0.88,0.4562295277913411,0.40581385294596356,16.53
2015-01-17,10.12,21.62,88.16,1.31,0.4630025227864583,0.43304189046223956,16.16
2015-01-18,2.3,21.39,84.59,1.5,0.447509765625,0.4353345235188802,16.27
2015-01-19,0.96,20.94,77.14,1.68,0.43426259358723956,0.4293073018391927,17.65
2015-01-20,0.83,19.92,80.27,1.45,0.41408030192057294,0.4212347666422526,15.97
2015-01-21,2.52,20.78,84.76,1.22,0.41288121541341144,0.41487375895182294,13.96
2015-01-22,4.26,20.34,88.0,1.5,0.42802174886067706,0.41273752848307294,14.08
2015-01-23,5.69,20.67,86.23,1.48,0.4448630015055339,0.4176921844482422,14.86
2015-01-24,2.52,20.91,83.23,1.16,0.4349740346272786,0.42004839579264325,16.41
2015-01-25,2.17,21.25,82.1,1.33,0.43048095703125,0.4180615743001302,16.95
2015-01-26,1.97,21.13,80.53,1.11,0.42183558146158856,0.4145062764485677,18.78
2015-01-27,2.36,22.29,77.93,0.78,0.41988245646158856,0.41086705525716144,19.45
2015-01-28,8.97,21.73,81.26,1.29,0.4433968861897786,0.4156780242919922,15.6
2015-01-29,3.52,20.74,77.91,1.41,0.4375495910644531,0.4201304117838542,19.85
2015-01-30,12.14,20.53,83.15,1.46,0.44129498799641925,0.42182668050130206,17.23
2015-01-31,13.41,21.04,87.33,1.38,0.4503154754638672,0.4423681894938151,13.65
2015-02-01,17.31,21.04,88.63,1.66,0.4580179850260417,0.4438730875651042,13.84
2015-02-02,12.54,21.11,86.85,1.46,0.4478753407796224,0.44553565979003906,15.26
2015-02-03,10.33,21.72,85.05,1.29,0.4652252197265625,0.4616235097249349,17.86
2015-02-04,5.54,21.03,82.78,1.65,0.4681555430094401,0.46321678161621094,17.9
2015-02-05,25.29,22.38,80.51,0.98,0.46550877888997394,0.4602622985839844,20.67
2015-02-06,8.51,22.89,77.33,0.49,0.4437268575032552,0.45835431416829425,17.7
2015-02-07,16.98,21.2,85.51,1.24,0.4777685801188151,0.4755350748697917,14.88
2015-02-08,8.23,21.06,80.19,1.09,0.4658546447753906,0.4719219207763672,18.93
2015-02-09,12.34,22.0,78.55,0.19,0.43261464436848956,0.4532178243001302,18.33
2015-02-10,12.59,21.22,85.64,0.49,0.48408953348795575,0.4728323618570964,16.85
2015-02-11,17.11,21.03,85.8,0.09,0.46251869201660156,0.46669769287109375,15.89
2015-02-12,2.08,21.56,85.03,0.93,0.4564654032389323,0.45368385314941406,18.38
2015-02-13,18.27,21.67,88.18,1.2,0.47774378458658856,0.4739538828531901,13.62
2015-02-14,5.91,22.52,84.76,1.27,0.4673474629720052,0.4721794128417969,17.54
2015-02-15,4.24,21.92,85.03,1.82,0.47011057535807294,0.4714883168538411,17.29
2015-02-16,0.67,21.19,73.06,1.76,0.4508736928304036,0.46108118693033856,23.22
2015-02-17,1.12,20.91,77.63,1.38,0.4305432637532552,0.44703420003255206,23.64
2015-02-18,2.03,21.74,81.24,0.78,0.42478179931640625,0.43674596150716144,18.95
2015-02-19,4.39,22.42,82.72,1.0,0.4341716766357422,0.4312267303466797,16.67
2015-02-20,5.83,21.73,78.82,1.56,0.4531517028808594,0.4353993733723958,20.48
2015-02-21,3.5,21.39,74.1,1.81,0.4471556345621745,0.4374224344889323,21.13
2015-02-22,0.97,21.25,76.51,1.93,0.42713483174641925,0.43371836344401044,21.41
2015-02-23,2.08,21.4,75.49,2.03,0.41799036661783856,0.426693598429362,21.52
2015-02-24,10.58,21.13,82.64,1.77,0.4317391713460286,0.422573725382487,18.41
2015-02-25,2.64,21.53,79.42,1.22,0.4476337432861328,0.43453407287597656,21.61
2015-02-26,5.11,21.79,80.36,1.1,0.4437141418457031,0.4344959259033203,19.1
2015-02-27,5.98,22.47,79.53,1.18,0.4574158986409505,0.44209925333658856,20.26
2015-02-28,5.76,22.07,83.54,1.75,0.45133209228515625,0.4426930745442708,19.26
2015-03-01,0.57,21.59,70.68,2.02,0.44261614481608075,0.44269688924153644,23.78
2015-03-02,2.93,20.15,79.29,1.93,0.4212811787923177,0.4337838490804036,21.41
2015-03-03,3.76,20.32,78.3,2.09,0.4375286102294922,0.4305572509765625,21.4
2015-03-04,1.2,20.85,72.37,1.81,0.42272694905598956,0.42670949300130206,24.61
2015-03-05,3.38,21.72,76.54,1.89,0.4192644755045573,0.4206066131591797,22.66
2015-03-06,17.54,20.75,84.93,2.09,0.44819005330403644,0.4232940673828125,17.14
2015-03-07,8.24,20.87,76.23,1.88,0.42673365275065106,0.4388116200764974,24.22
2015-03-08,7.26,20.5,80.16,2.03,0.4445177714029948,0.43388938903808594,16.53
2015-03-09,4.31,20.35,82.4,1.92,0.4540608723958333,0.4410362243652344,15.3
2015-03-10,9.16,21.23,81.32,1.63,0.4571145375569661,0.4437255859375,19.44
2015-03-11,10.64,22.12,82.55,1.9,0.4651807149251302,0.45606740315755206,20.23
2015-03-12,7.74,21.62,81.33,1.93,0.4263153076171875,0.4423878987630208,17.79
2015-03-13,13.52,21.22,83.52,2.02,0.4699045817057292,0.44785817464192706,17.55
2015-03-14,16.2,21.35,82.25,1.99,0.47147560119628906,0.4657713572184245,18.38
2015-03-15,17.19,21.52,83.87,1.79,0.4624786376953125,0.45470555623372394,18.53
2015-03-16,16.43,21.28,86.03,1.62,0.47405052185058594,0.47266896565755206,15.0
2015-03-17,13.77,22.01,80.13,1.52,0.45829200744628906,0.4397589365641276,20.64
2015-03-18,11.0,21.75,80.3,1.18,0.4511159261067708,0.45627466837565106,17.71
2015-03-19,24.07,21.49,87.58,1.27,0.44623756408691406,0.4494024912516276,16.12
2015-03-20,39.94,21.03,92.18,1.01,0.47701390584309894,0.46147791544596356,11.32
2015-03-21,13.49,21.07,86.66,1.15,0.4767576853434245,0.4823557535807292,17.21
2015-03-22,3.73,21.4,80.83,0.91,0.46440760294596356,0.4723885854085286,21.24
2015-03-23,2.45,21.66,80.08,0.71,0.4587860107421875,0.4643777211507161,19.98
2015-03-24,1.5,22.54,79.9,0.85,0.44797833760579425,0.4564374287923177,21.35
2015-03-25,2.73,21.92,80.39,1.55,0.44233258565266925,0.4482777913411458,22.1
2015-03-26,2.76,22.31,76.67,1.31,0.4407494862874349,0.4423236846923828,23.36
2015-03-27,1.01,22.92,74.82,0.98,0.4251791636149089,0.43537330627441406,23.02
2015-03-28,13.97,23.2,84.16,0.9,0.44002405802408856,0.43350791931152344,16.24
2015-03-29,7.47,22.73,81.41,0.96,0.4255084991455078,0.450137456258138,18.66
2015-03-30,8.89,22.29,81.79,1.52,0.43647130330403644,0.44032541910807294,16.85
2015-03-31,3.46,22.14,77.83,1.19,0.4579143524169922,0.4468097686767578,21.43
2015-04-01,5.91,22.21,81.81,1.4,0.453976313273112,0.44571367899576825,18.56
2015-04-02,7.29,21.85,86.71,1.29,0.463897705078125,0.4502709706624349,14.1
2015-04-03,30.74,22.21,88.14,1.51,0.46282513936360675,0.46159617106119794,16.15
2015-04-04,47.9,21.44,89.64,1.34,0.4590721130371094,0.4762388865152995,13.55
2015-04-05,18.1,21.54,86.73,1.73,0.48395538330078125,0.48720423380533856,15.12
2015-04-06,19.18,21.32,86.59,1.76,0.4644591013590495,0.4483146667480469,14.11
2015-04-07,16.87,21.67,85.11,1.83,0.4784107208251953,0.4795824686686198,14.54
2015-04-08,19.67,21.1,89.01,1.48,0.4688822428385417,0.4691912333170573,10.75
2015-04-09,13.23,21.39,87.15,1.16,0.4661407470703125,0.44857533772786456,13.71
2015-04-10,4.45,22.01,86.3,1.08,0.4661629994710286,0.455654780069987,15.07
2015-04-11,11.25,22.28,86.62,0.96,0.4609762827555339,0.46832021077473956,14.39
2015-04-12,14.16,22.29,84.94,0.81,0.4430987040201823,0.4679431915283203,13.93
2015-04-13,12.23,22.01,86.86,0.94,0.480624516805013,0.47173817952473956,13.06
2015-04-14,49.74,21.92,90.33,1.04,0.4627265930175781,0.4782721201578776,13.63
2015-04-15,31.23,21.73,89.09,1.09,0.47576649983723956,0.48138682047526044,14.81
2015-04-16,32.16,21.61,88.39,1.07,0.4731864929199219,0.46453221638997394,13.51
2015-04-17,48.73,21.79,88.63,0.92,0.45763397216796875,0.47368494669596356,13.11
2015-04-18,22.36,21.65,88.09,0.89,0.4607899983723958,0.4723854064941406,15.43
2015-04-19,17.95,22.61,84.39,0.71,0.46496136983235675,0.4762503306070964,15.38
2015-04-20,23.51,22.93,84.41,0.51,0.4646504720052083,0.46651458740234375,14.19
2015-04-21,14.33,22.94,83.02,0.48,0.4405206044514974,0.44634373982747394,13.06
2015-04-22,2.42,22.37,80.38,1.29,0.4450842539469401,0.436187744140625,21.99
2015-04-23,1.64,22.98,79.86,1.03,0.4311014811197917,0.4302196502685547,22.67
2015-04-24,2.07,23.52,80.54,0.63,0.42497507731119794,0.4245891571044922,19.61
2015-04-25,4.76,24.14,80.95,0.37,0.43793805440266925,0.4224052429199219,21.15
2015-04-26,1.9,24.15,78.54,0.1,0.43218994140625,0.42166392008463544,18.85
2015-04-27,0.67,25.01,74.38,0.27,0.4140981038411458,0.41773223876953125,21.7
2015-04-28,0.1,25.79,66.02,0.22,0.3952719370524089,0.4107786814371745,24.44
2015-04-29,0.37,25.04,67.26,0.55,0.37388865152994794,0.4021917978922526,25.21
2015-04-30,0.6,25.34,70.83,0.26,0.3593451182047526,0.3939043680826823,22.34
2015-05-01,0.68,23.95,76.79,0.27,0.3498999277750651,0.3867982228597005,18.52
2015-05-02,9.6,24.36,77.8,0.6,0.3592306772867839,0.38115819295247394,23.4
2015-05-03,4.27,23.76,74.05,0.84,0.4290657043457031,0.38565699259440106,22.72
2015-05-04,1.42,24.02,73.65,0.36,0.41442616780598956,0.38802210489908856,21.43
2015-05-05,2.87,24.33,73.9,0.41,0.39560190836588544,0.3856646219889323,21.97
2015-05-06,23.65,23.65,79.69,0.79,0.4150505065917969,0.3889446258544922,19.44
2015-05-07,28.48,23.59,78.11,0.56,0.4690062204996745,0.4571342468261719,18.93
2015-05-08,10.24,23.57,80.91,0.56,0.4408162434895833,0.4562835693359375,16.56
2015-05-09,23.05,23.01,85.78,0.97,0.4463418324788411,0.4601141611735026,16.72
2015-05-10,15.68,23.02,82.99,1.12,0.4461905161539714,0.4620717366536458,18.31
2015-05-11,8.36,22.71,83.34,1.2,0.47048187255859375,0.46295420328776044,16.34
2015-05-12,4.05,23.08,79.78,1.58,0.4671471913655599,0.4677117665608724,21.36
2015-05-13,7.04,22.85,81.09,1.4,0.45721689860026044,0.45844459533691406,20.15
2015-05-14,11.4,22.67,84.72,1.55,0.47484715779622394,0.467709223429362,16.04
2015-05-15,4.22,22.01,84.24,1.28,0.4699567159016927,0.47074445088704425,14.15
2015-05-16,9.74,22.8,85.16,1.07,0.4721088409423828,0.4658985137939453,15.11
2015-05-17,8.64,22.14,86.89,1.13,0.4623940785725911,0.4685923258463542,12.52
2015-05-18,13.14,21.88,89.31,1.2,0.4518483479817708,0.45739173889160156,13.5
2015-05-19,14.7,22.79,88.41,0.55,0.4697717030843099,0.47736485799153644,14.01
2015-05-20,9.29,23.09,86.21,0.78,0.4434591929117839,0.45717112223307294,17.88
2015-05-21,4.88,23.45,84.75,0.54,0.4647375742594401,0.45459874471028644,14.45
2015-05-22,6.66,22.97,87.59,0.84,0.4663626352945964,0.4557177225748698,14.23
2015-05-23,1.55,22.94,83.86,1.46,0.45870335896809894,0.45834986368815106,17.54
2015-05-24,2.65,22.25,84.99,1.47,0.4456990559895833,0.450222651163737,12.6
2015-05-25,4.33,22.02,86.69,1.25,0.4545427958170573,0.4467334747314453,14.94
2015-05-26,14.74,22.01,87.84,1.36,0.4612814585367839,0.4511852264404297,17.91
2015-05-27,10.1,21.75,86.71,1.22,0.4716803232828776,0.47265179951985675,14.19
2015-05-28,8.57,22.07,87.65,0.51,0.4387779235839844,0.45340220133463544,10.9
2015-05-29,9.99,22.11,89.52,0.54,0.47537994384765625,0.45783424377441406,10.17
2015-05-30,9.66,22.58,87.05,0.75,0.47735150655110675,0.47022755940755206,14.92
2015-05-31,23.3,22.62,89.36,0.78,0.4769859313964844,0.47625287373860675,15.26
2015-06-01,14.66,23.3,86.29,0.35,0.4801781972249349,0.46788279215494794,13.73
2015-06-02,6.66,23.84,83.56,0.27,0.46954600016276044,0.4647986094156901,16.77
2015-06-03,1.41,24.4,79.43,0.04,0.46315765380859375,0.4627526601155599,15.77
2015-06-04,3.03,24.15,76.49,0.15,0.4460741678873698,0.4533608754475911,20.52
2015-06-05,0.67,24.23,72.01,0.12,0.442471186319987,0.44586753845214844,22.16
2015-06-06,4.84,23.59,78.04,0.29,0.4303302764892578,0.43813451131184894,17.72
2015-06-07,9.2,23.15,84.04,0.13,0.4682903289794922,0.44893137613932294,14.69
2015-06-08,1.53,22.92,81.66,0.1,0.4530811309814453,0.4548136393229167,14.13
2015-06-09,2.32,23.06,77.46,0.58,0.4513403574625651,0.4512519836425781,19.89
2015-06-10,3.19,22.78,81.06,0.85,0.4393609364827474,0.44545237223307294,20.88
2015-06-11,11.86,22.52,85.9,0.88,0.46657053629557294,0.4508444468180339,19.29
2015-06-12,14.7,23.37,84.82,0.82,0.4665819803873698,0.46410878499348956,19.45
2015-06-13,2.05,23.36,79.33,0.97,0.4345499674479167,0.4552014668782552,23.26
2015-06-14,3.48,22.99,82.3,1.14,0.43390337626139325,0.4451452891031901,20.94
2015-06-15,2.37,23.22,80.63,1.23,0.43735313415527344,0.4394086201985677,20.36
2015-06-16,2.47,23.17,81.55,1.36,0.43809763590494794,0.43550554911295575,14.93
2015-06-17,8.19,23.39,83.3,1.18,0.45363807678222656,0.4368432362874349,15.4
2015-06-18,0.44,23.56,75.0,1.39,0.4444739023844401,0.4423096974690755,19.69
2015-06-19,3.2,23.34,78.27,1.26,0.4289703369140625,0.4357744852701823,19.61
2015-06-20,5.6,23.48,77.0,1.43,0.445980707804362,0.4342772165934245,18.89
2015-06-21,9.51,23.08,79.02,1.35,0.4532763163248698,0.4375184377034505,18.05
2015-06-22,14.49,22.62,81.67,1.33,0.47111765543619794,0.46370379130045575,15.97
2015-06-23,12.35,22.99,83.88,1.06,0.4764105478922526,0.46501922607421875,14.7
2015-06-24,10.06,23.65,82.46,1.29,0.44406572977701825,0.4559485117594401,18.86
2015-06-25,7.16,23.74,78.91,1.38,0.46226056416829425,0.4544181823730469,19.13
2015-06-26,2.35,23.32,76.74,1.35,0.45771026611328125,0.45809046427408856,22.3
2015-06-27,6.47,23.82,78.91,1.12,0.46032269795735675,0.45448048909505206,19.95
2015-06-28,5.39,23.93,78.29,0.85,0.45604387919108075,0.4526023864746094,16.42
2015-06-29,1.66,24.12,67.86,1.64,0.4554951985677083,0.45435142517089844,20.38
2015-06-30,2.13,22.0,76.06,1.64,0.4354540506998698,0.44555409749348956,16.71
2015-07-01,3.91,23.22,76.15,1.31,0.4375114440917969,0.43915367126464844,21.13
2015-07-02,2.48,23.51,76.05,1.55,0.43497975667317706,0.4351520538330078,21.47
2015-07-03,0.45,23.29,70.49,1.74,0.42197100321451825,0.42937660217285156,24.71
2015-07-04,1.79,23.39,75.59,1.7,0.40072886149088544,0.42038408915201825,23.42
2015-07-05,4.06,23.07,77.72,1.82,0.402889887491862,0.4131908416748047,19.42
2015-07-06,15.1,22.79,81.71,1.76,0.4568004608154297,0.4273999532063802,17.36
2015-07-07,18.53,22.18,86.47,1.27,0.45923423767089844,0.4534314473470052,14.23
2015-07-08,9.58,21.71,88.73,0.98,0.462185541788737,0.4491628011067708,9.62
2015-07-09,13.81,21.61,87.77,1.24,0.4479789733886719,0.45636749267578125,11.19
2015-07-10,7.19,22.18,83.32,1.22,0.4679940541585286,0.45599619547526044,13.63
2015-07-11,11.33,22.24,86.65,1.12,0.46798261006673175,0.46997515360514325,13.37
2015-07-12,20.02,22.75,84.53,0.64,0.4632415771484375,0.4734293619791667,14.31
2015-07-13,10.23,22.93,84.84,0.73,0.4799582163492839,0.476504643758138,15.5
2015-07-14,1.36,22.36,83.8,1.1,0.4660574595133464,0.4726721445719401,14.91
2015-07-15,3.76,22.98,83.21,1.0,0.45522308349609375,0.4599997202555339,15.48
2015-07-16,2.95,22.73,84.77,1.11,0.4539101918538411,0.4528586069742839,17.25
2015-07-17,9.61,23.07,81.31,0.48,0.45577367146809894,0.44809532165527344,15.9
2015-07-18,12.08,22.4,88.24,0.73,0.4820067087809245,0.4710839589436849,10.43
2015-07-19,10.27,21.51,91.36,1.01,0.48186810811360675,0.47799428304036456,9.99
2015-07-20,5.65,21.8,88.23,0.92,0.473507563273112,0.4763336181640625,15.37
2015-07-21,3.83,22.7,83.87,0.98,0.4682737986246745,0.4703420003255208,20.15
2015-07-22,3.24,23.23,79.97,0.39,0.4598776499430339,0.46039263407389325,14.77
2015-07-23,2.78,23.82,72.05,0.55,0.4579760233561198,0.4554831186930339,19.36
2015-07-24,0.11,23.28,70.45,1.18,0.4348869323730469,0.4465904235839844,21.22
2015-07-25,0.5,23.19,71.11,1.4,0.4144128163655599,0.43494606018066406,23.56
2015-07-26,1.45,23.31,75.99,1.12,0.40174611409505206,0.4245109558105469,22.92
2015-07-27,0.96,24.75,71.64,0.87,0.39531580607096356,0.41638819376627606,21.76
2015-07-28,2.88,23.01,77.5,1.36,0.3889319101969401,0.4092286427815755,22.15
2015-07-29,3.49,24.26,70.78,1.15,0.41359837849934894,0.4053160349527995,20.4
2015-07-30,3.49,22.57,78.65,1.25,0.40324846903483075,0.40236790974934894,16.46
2015-07-31,9.07,23.22,81.71,0.72,0.4310404459635417,0.4029382069905599,15.6
2015-08-01,1.13,24.15,73.89,0.73,0.4386558532714844,0.41544151306152344,17.52
2015-08-02,1.07,23.1,75.94,1.18,0.4181111653645833,0.4143880208333333,17.88
2015-08-03,1.43,23.88,72.27,1.23,0.4058329264322917,0.40984217325846356,22.59
2015-08-04,1.33,24.28,73.72,1.24,0.3904501597086589,0.4037100474039714,21.27
2015-08-05,4.1,23.79,80.11,1.19,0.39619890848795575,0.3986523946126302,17.92
2015-08-06,2.42,24.27,76.59,0.91,0.4038581848144531,0.3964080810546875,21.71
2015-08-07,4.87,25.15,71.59,0.53,0.41959698994954425,0.39626439412434894,22.28
2015-08-08,6.64,24.99,72.2,0.24,0.40754954020182294,0.3952719370524089,18.82
2015-08-09,15.81,23.31,80.03,0.35,0.4618110656738281,0.43299420674641925,14.64
